city,start_time,description,emisje,event_per_name,geo,group_name,id,kolejnosc,name,nazwaKat,photoMain,place_name,slug,street,tickets,facebook_id
Katowice,2017-11-26 18:00:00,"26.11 niedziela, godz. 18.00
KATOWICE – Aula im. Bolesława Szabelskiego, Akademia Muzyczna

Artysta-Rezydent
Portrety Młodych Artystów

MagDuś Duo:

BARTŁOMIEJ DUŚ – saksofon
MAGDALENA DUŚ – fortepian
ARKADIUSZ ADAMSKI – klarnet
LILIANNA MOLL-GERLICH – prowadzenie koncertu

Program:

Ludwig van Beethoven – Trio B-dur op. 11 na klarnet, wiolonczelę i fortepian
Johannes Brahms – Trio a-moll, op.114 na klarnet, wiolonczelę i fortepian
Igor Strawiński – „Historia Żołnierza”

Listopadowy koncert w Auli im. Bolesława Szabelskiego to okazja na drugie spotkanie z młodymi artystami – Magdaleną i Bartłomiejem Duś, występującymi jako MagDuś Duo w ramach trwającej rezydencji artystycznej zespołu w Instytucji Promocji i Upowszechniania Muzyki „Silesia”. Tym razem MagDuś Duo utworzy trio z Arkadiuszem Adamskim, wybitnym klarnecistą, laureatem konkursów krajowych i zagranicznych, m.in. w Paryżu i Pradze, pedagogiem katowickiej Akademii Muzycznej im. Karola Szymanowskiego i solistą Narodowej Orkiestry Symfonicznej Polskiego Radia w Katowicach. Koncert wypełnią arcydzieła kameralistyki, które zabrzmią w niecodziennej kolorystyce dzięki saksofonowo-klarnetowo-fortepianowym transkrypcjom. Trio B-dur op. 11 Ludwiga van Beethovena oryginalnie zostało napisane na skrzypce, wiolonczelę i fortepian. Bliższe oryginalnej brzmieniowości będzie Trio a-moll op.114 Johannesa Brahmsa, które kompozytor przeznaczył pierwotnie na klarnet, wiolonczelę i fortepian. Pochodząca z 1919 roku słynna Suita z „Historii żołnierza” Igora Strawińskiego pomyślana została z kolei na skrzypce, klarnet i fortepian. To koncert, który już teraz, zanim się odbędzie, można zaliczyć do wyjątkowych, mając w pamięci znakomite interpretacje artystów-rezydentów!

Bezpłatne wejściówki dostępne w biurze IPiUM „Silesia” (ul. 3 Maja 31 a) lub telefonicznie 32 258 90 49, 32 259 84 83.

Koncert współorganizowany i współfinansowany w ramach programu Instytutu Muzyki i Tańca „Artysta – rezydent”.
„Zespołem objętym rezydencją  artystyczną przez Instytucję Promocji i Upowszechniania Muzyki „Silesia” w sezonie 2017/2018 jest MagDuś Duo”

",2017-11-26 18:00:00,,"50.2553, 19.0301",,4792,1,Artysta-Rezydent. Portrety młodych artystów,Muzyka,,"Akademia Muzyczna, aula im. B.Szabelskiego",/wydarzenia/zobacz/opis/artysta-rezydent-portrety-mlodych-artystow,ul. ,"
wstęp za bezpłatnym biletem - 0,00
",2247980548762554
Katowice,2017-02-03 18:00:00,"Galeria Terra ma przyjemność zaprosić na pierwszy w 2017 roku wernisaż. W naszej siedzibie w Fabryce Porcelany zaprezentujemy 
najnowsze grafiki Mileny Michałowskiej z serii MAPLAB, będące częścią jej pracy doktorskiej realizowanej aktualnie na Akademii Sztuk Pięknych w Katowicach. W swojej twórczości artystkę najbardziej interesują miejsca i ich ukryte historie, które są rodzajem prywatnej analizy postrzegania w sposób symboliczny świata w którym żyje. Michałowska od lat rozwija autorską technikę opartą na eksperymentowaniu z drukiem cyfrowym i mieszaniu go z technikami klasycznymi oraz rysunkiem.

""Ekspresja to podróż w głąb siebie, to uzewnętrzniona mapa mojego ja""

Zapraszamy!
3 luty 2017 (piątek, g. 18.00)
Galeria Terra, ul. Porcelanowa 23 | budynek B | 40-246 Katowice | tel. +48 734 729 653 
wystawa potrwa do 28 lutego 2017
wstęp wolny",2017-02-03 18:00:00,,"50.2556, 19.0626",,4476,1,Milena Michałowska – Maplab – wernisaż,Sztuki wizualne,milena_michalowska-maplab-2.jpg,Galeria Terra,/wydarzenia/zobacz/opis/milena-michalowska--maplab--wernisaz,"ul. Porcelanowa 23, budynek B",,
Katowice,2017-02-04 16:00:00,"Milena Michałowska i Galeria Terra zapraszają wszystkie zainteresowane dzieci wraz ze swoimi opiekunami na artystyczne warsztaty „Laboratorium mapy”. Twórcze prace pod okiem artystki poprzedzi „zwiedzanie” wystawy MAPLAB.
– 
Warsztaty odbywają się w Galerii Terra w następujących dniach:
4.02.2017 (sobota) 16:00–18:00
12.02.2017 (niedziela) 11:00–13:00
–
ul. Porcelanowa 23 | budynek B | 40–246 Katowice 
tel. +48 734 729 653 
–
koszt warsztatów to 50 zł (w cenie zawarte są wszystkie niezbędne młodemu artyście i artystce przybory :)
–
Rekomendowany wiek młodych uczestników to max. 10 lat
–
Zapraszamy na warsztaty! #feriewmieście #Katowice",2017-02-04 16:00:00#2017-02-12 11:00:00,,"50.2556, 19.0626",,4477,1,Warsztaty dla dzieci – Laboratorium mapy z Mileną Michałowską,"Dla dzieci, Sztuki wizualne",dzieci-milenamichalowska.jpg,Galeria Terra,/wydarzenia/zobacz/opis/warsztaty-dla-dzieci--laboratorium-mapy-z-milena-michalowska,"ul. Porcelanowa 23, budynek B","
udział - 50 zł
",
Katowice,2015-05-16 18:45:00,"Wystąpią:
Natalia Skrycka – mezzosopran
Jakub Czekierda – fortepian
Magdalena Makaruk – słowo

W programie:
K. Szymanowski – Preludia z op. 1, Mazurki z op. 50, Hymny: „Święty Boże”,
„Moja pieśń wieczorna” do sł. J. Kasprowicza, „Daleko został cały świat” op. 2 nr 1, M. Karłowicz – „Rdzawe liście”, „Mów do mnie jeszcze” do sł. K. Przerwy-Tetmajera

W sobotę 16 maja zapraszamy do Domu Oświatowego przy ul. Francuskiej 12 na koncert zorganizowany we współpracy z Muzeum Historii Katowic i Biblioteką Śląską w ramach Nocy Muzeów. Jego klimat zdominują młodopolskie klimaty, które przenikają wiersze Kazimierza Przerwy-Tetmajera i Jana Kasprowicza. One właśnie zainspirowały Karola Szymanowskiego i Mieczysława Karłowicza do napisania emocjonalnych, ekspresyjnych pieśni. W koncercie wystąpią wychowankowie Akademii Muzycznej im. Karola Szymanowskiego w Katowicach. Natalia Skrycka jest już absolwentką tej uczelni, gdzie studiowała pod kierunkiem prof. Agaty Kobierskiej. Jest laureatką konkursów m.in. im. im. A. Hiolskiego w Kudowie-Zdroju, im. I. Godina w Vrablach, „Pevecka Souteź” Ołomuńcu. W 2013 r. otrzymała wyróżnienie na Konkursie Sztuki Wokalnej im. Ady Sari w Nowym Sączu. Z kolei Jakub Czekierda należy obecnie do wyróżniających się młodych pianistów. Studiuje w klasie prof. Zbigniewa Raubo i prowadzi aktywną działalność koncertową jako solista i kameralista. On również może pochwalić się licznymi nagrodami konkursowymi. Kilkakrotnie występował z Orkiestrą Symfoniczną Filharmonii Śląskiej w koncertach z cyklu „Estrada Młodych wirtuozów”. Nagrał też płytę z muzyką kameralną (Szymanowski, Wieniawski, Tartini, Paganini) z portugalskim skrzypkiem Nuno Soaresem.

WSTĘP WOLNY!



Więcej szczegółów dotyczących Nocy Muzeów 2015 dostępne jest na stronie www.mhk.katowice.pl",2015-05-16 18:45:00,,"50.2559, 19.0281",Nocy Muzeów,3176,1,"""Daleko został cały świat""",Muzyka,baner-noc-muzeow-2015.jpg,Dom Oświatowy Biblioteki Śląskiej,/wydarzenia/zobacz/opis/daleko-zostal-caly-swiat,ul. ,"
wstęp wolny - 0,00
",1580758268840090
Katowice,2015-01-31 21:00:00,"Teddy Jr. to świetny holenderski songwriter. Koncertując przemierzył pół Europy. Grał m.in. w Holandii, Francji, Belgii, Polsce i w Niemczech. Występował m.in. jako support przed New Model Army w Rotterdamie i Amsterdamie, w Polsce grał przed Peterem Gabrielem na Life Festival w Oświęcimiu. Występował też na kilku mniejszych festiwalach w naszym kraju. Teddy w muzyce łączy folkowe brzmienia z energią grunge’u lat 90-tych. Artysta sam komponuje i pisze swoje utwory inspirując się takimi wykonawcami jak Eels, Neil Young, Frank Turner czy Tom Petty. Piosenki Teddy’ego, jak sam mówi, są: „Opowieścią o moim życiu, miłości, frustracjach, przedstawiają świata dookoła.”
Podczas koncertów Teddy Jr. zabiera publiczność w podróż, podczas której poznają wielobarwny świat pełen radości. Przestrzeń ta jednak podszyta jest strachem i samotnością. Holender dzięki swojej charyzmatycznej osobowości stwarza na scenie osobliwy spektakl, w którym publiczność może aktywnie uczestniczyć.

Teddy Jr. czasami koncertuje w duecie – ze świetnym akordeonistą Pawłem Cieplakiem. Podczas koncertów tego duetu jest energia, są dobre melodie oraz bardzo dobre teksty. Jest też mnóstwo wesołych, bardzo ciekawych opowieści.  Warto ich sprawdzić!
",2015-01-31 21:00:00,,"50.2562, 19.0316",,2725,1,Teddy Jr.,Muzyka,teddy_jr_-_fot_-_jaroslaw_klamka_4.jpg,Eureka Pub,/wydarzenia/zobacz/opis/teddy-jr,ul. ,"
Bilety - zł
",
Katowice,2015-05-21 20:30:00,"ENGLISH VERSION BELOW

Zespół Pan Trup - jedna kobieta i czterech mężczyzn. Mariaż New Order, Blondie i 19 Wiosen, bękart Johnny'ego Marra. Piosenki m. in. o rozpuście i głodzie zbawienia, prawdziwych damach i kobietach rozwiązłych, resentymentach z dzieciństwa i przymusie odpowiedzialności oraz - nie chce być inaczej - tzw. miłości. Tworzenie wsobnych światów w kontrze do rzeczywistości.

Powrót w nowym składzie, z nowym materiałem.
Koncert promujący nową płytę EP! [W sprzedaży na koncercie w cenie 10 zł].

Bilety: 10 zł.

pantrup.bandcamp.com

facebook.com/pantrup

---------------------------------------------------------------------------------------------

Pan Trup – a woman and four men. Somewhere between New Order, Blondie, Johnny Marr and 19 Wiosen. Songs about licentiousness and a desire of salvation, genuine ladies and courtesans, childhood traumas and the must of responsibility as well as – there’s no other way – about the so-called love. Creating inside universes as a result of disapproval for the reality.

Comeback in a new composition and with a new compositions. The show promotes the new EP! [You can buy it this evening; price: 10 PLN].

Tickets: 10 PLN.

Visit us on pantrup.bandcamp.com and facebook.com/pantrup!

See you all in Eureka pub!",2015-05-21 20:30:00,,"50.2562, 19.0316",,3241,1,"Koncert: zespół Pan Trup @ Katowice, Eureka Pub","Literatura, Muzyka, Performance, Taniec",pan-trup---okladka-mniejsza.jpg,Eureka Pub,/wydarzenia/zobacz/opis/koncert-zespol-pan-trup--katowice-eureka-pub,ul. ,,353407744866962
Katowice,2014-03-21 20:00:00,"Najbardziej emocjonująca trasa roku! MYSLOVITZ

Dwie ważne płyty, jeden ważny zespół. I moc emocji: smutek, radość, melancholia i entuzjazm, ale przede wszystkim miłość.

""Korova Milky Bar"" uznawana jest za najlepszą płytę w historii zespołu, 1.577 to płyta najnowsza, zyskująca coraz większe uznanie.

Na koncertach będzie można usłyszeć wszystkie utwory z tych albumów oraz kilka dodatkowych przebojów. Zabrzmią m.in. ""Acidland"", ""Sprzedawcy marzeń"", ""Chciałbym umrzeć z miłości"", ""Telefon"" i ""Prędzej Później Dalej"".

Premierowy koncert odbył w Studiu im. Agnieszki Osieckiej i był transmitowany na antenie radiowej Trójki. Po koncertach w Krakowie i Toruniu część osób kupiła od razu bilety na pozostałe wydarzenia. Bo chociaż repertuar będzie podobny, to emocje są niepowtarzalne.",2014-03-21 20:00:00,,"50.2566, 19.0212",,558,1,koncert MYSLOVITZ,Muzyka,myslovitz.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/koncert-myslovitz,ul. Św. Jana 24,,396002427209996
Katowice,2014-03-23 15:00:00,"Królowie lata, J. Vogt-Roberts, USA, 2013, 93 min.

Joe, Patrick i Biaggio skończyli już 15 lat i mają dość słuchania rodziców. Tego lata chcą spróbować wszystkiego, wziąć życie w swoje ręce i stać się mężczyznami. We trzech uciekają do lasu, budują dom i żyją jak królowie. Przynajmniej taki był plan... Wszystko komplikuje się, kiedy w leśnym domu pojawia się piękna Kelly, wspólny obiekt westchnień Joe i Patricka.",2014-03-23 15:00:00,,"50.2566, 19.0212",Filmowy Klub Seniora,559,1,KRÓLOWIE LATA,Film,1604876_727138163986254_359924653_n.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/krolowie-lata,ul. Św. Jana 24,,607363659317997
Katowice,2014-03-28 20:00:00,"""Największy islandzki towar eksportowy od czasu Björk"" - pisze o nim opiniotwórczy brytyjski magazyn Guardian. Ásgeir, bo o nim mowa, na Islandii ma status wielkiej gwiazdy, a jego debiutancki album pokrył się kilkukrotną platyną.

Debiutancką płytę Ásgeira ma w swoim domu co dziesiąty Islandczyk - gdyby przełożyć to na polskie realia, wyszedłby nakład 3.5 miliona egzemplarzy, o jakim rodzimi twórcy mogliby pomarzyć. Dodajmy do tego, że także trzy ostatnie single Ásgeira dotarły na szczyt islandzkich list przebojów a najnowszy ""Leyndarmál"" pozostawał na szczycie przez 6 tygodni. Artysta zdobył też cztery statuetki ""Iceland Music Awards"".

A przecież nie tworzy on mainstreamowego popu, lecz piękne liryczne piosenki, które nasuwać mogą skojarzenia z twórczością Bona Ivera, Jeffa Buckleya, Antony & the Johnsons. To niezwykły sukces jak na kogoś, kto urodził się w malutkiej wiosce Laugarbakk, zamieszkałej przez 40 osób.

Pamiętajmy jednak, że to Islandia - kraj ludzi wrażliwych i utalentowanych!
22 letni dziś Ásgeir Trausti Einarsson wkrótce doczeka się także miedzynarodowego debiutu. Piosenki z krążka ""Dýrð í dauðaþögn"" a anglojęzycznych wersjach i pod tytułem ""In The Silence"" w październiku trafią do sklepów na całym świecie nakładem wytwórni One Little Inian (m.in. Sinead O'Connor). Autorem wszystkich tekstów na płycie jest 72-letni ojciec muzyka, a w nagrywaniu nowych wersji kompozycji Ásgeirowi pomagał ceniony amerykański singer-songwriter John Grant, miłośnik jego talentu, który od jakiegoś czasu jest rezydentem wyspy Gejzerów.

""Jego zmysł melodyczny, niesamowite harmonie, wyczucie rytmu i wirtuozerska gra na akustycznej gitarze przemówią do każdego, niezależnie od tego, w jakim języku Ásgeir zaśpiewa"" - mówi Grant o swoim protegowanym.

Traustu promował swój materiał podczas koncertów z Grantem oraz na trasie z Of Monsters & Men. Płyta ""In The Silence"" ukaże się także na polskim rynku, zaś w listopadzie będziemy mieli niezwykłą okazję by zobaczyć Islandczyka wraz z 5-osobowym zespołem na koncertach w Warszawie, Poznaniu i Katowicach.

""Leyndarmál""
http://www.youtube.com/watch?v=HH6WQBsG8BI

darmowa EPka ""The Toe Rag Acoustic Session"" do ściągnięcia pod linkiem
http://asgeirtrausti.bandcamp.com/

Cena biletu: 35 zł (przedsprzedaż), 40 zł (w dniu koncert)
",2014-03-28 20:00:00,,"50.2566, 19.0212",,560,1,koncert ASGEIRA,Muzyka,1236751_644565888910149_646927346_n.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/koncert-asgeira,ul. Św. Jana 24,,447483385365716
Katowice,2014-03-30 17:00:00,"Balet w trzech aktach
muzyka: Daniel-François-Esprit Auber
choreografia: Joseph Mazilier, Pierre Lacotte

Rozbójnik Marco Spada – oczywiście zręcznie władając szpadą – radośnie grabi okolice, ku wściekłości gubernatora, który bezskutecznie usiłuje go złapać. Jednak wesoły bandyta, skrzętnie skrywający przed wszystkimi swoją prawdziwą tożsamość, nie tylko zajmuje się graniem władzy na nosie; w równej mierze zaprząta go opieka nad córką Angelą, która spokojnie dorasta sobie w zamkowych murach. Młoda panna, kompletnie nie mając pojęcia o tym, że jej ojciec prowadzi podwójne życie, zamartwia się tylko jednym – swoimi nie do końca dobrze ulokowanymi uczuciami. Obiektem jej westchnień jest książę Frederici, ale ten okazuje się być już zaręczony. Angela jest zdruzgotana... Tak pokrótce przedstawia się treść baletu spod znaku płaszcza i szpady, który całkiem niedawno (listopad 2013) zagościł w repertuarze Teatru Bolszoj. Pierre Lacotte, opierając się na oryginalnej choreografii Josepha Maziliera (1857), stworzył swoją wersję tego dzieła na początku lat 80. ubiegłego stulecia, a zrobił to dla jednego z najsłynniejszych tancerzy XX wieku – nieżyjącego już Rudolfa Nuriejewa.

Przedstawienie trwa około 2 godzin i 50 minut.

Bilety: 42 zł (ulgowe), 50 zł (normalne)",2014-03-30 17:00:00,,"50.2566, 19.0212",Transmisje spektakli baletowych z Teatru Bolszoj w Moskwie,561,1,Marco Spada albo córka rozbójnika,Taniec,1623723_716533068380097_857923967_n.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/marco-spada-albo-corka-rozbojnika,ul. Św. Jana 24,,578228168905578
Katowice,2014-04-03 19:00:00,"Smak Curry, reż. R. Batra, Indie, Francja, Niemcy, 2013, 104 min.

Życie jest jak hinduskie jedzenie -- bogate w aromaty, smaki i kolory. Gdy wskutek kulinarnej pomyłki losy dwojga obcych sobie ludzi niespodziewanie się splotą, miłość okaże się dla nich najlepszą przyprawą.

Ila, wciąż młoda i piękna, postanawia dodać trochę koloru swemu bezbarwnemu małżeństwu - zgodnie z maksymą ""przez żołądek do serca"". Kobieta ma wielką nadzieję, że nowa potrawa, której smak doprowadziła do doskonałości, przyspieszy bicie serca jej wiecznie nieobecnego męża. Specjalna przesyłka z jedzeniem, wysłana do niego do biura, przez pomyłkę trafia w ręce innego mężczyzny. Podejrzewając, że ktoś obcy zjada przygotowane przez nią posiłki, następnego dnia Ila wkłada do przesyłki nie tylko obiad, ale też liścik. Wieczorem dostaje od nieznajomego odpowiedź...

Tak rozpoczyna się pełna subtelnych emocji historia dwojga ludzi, pragnących nadać życiu odrobinę smaku. ",2014-04-03 19:00:00,,"50.2566, 19.0212",Kobiety Oblegają Kino,562,1,Smak curry,Film,7591325_3.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/smak-curry,ul. Św. Jana 24,"
Panie - 10 zł
Panowie ulgowe - 13 zł
Panowie normalne - 15 zł
",1429432497296473
Katowice,2014-04-05 19:00:00,"Ta niezwykle charyzmatyczna Wokalistka z absolutnie niepowtarzalnym głosem ma na swoim koncie 2 płyty, obie nagrane w USA, obie docenione przez polską publiczność – platyna za pierwszą – „Girl Talk” i złoto za drugą – „My Place”.

„My Place” to pierwszy autorski krążek Artystki, na którym gościnnie wystąpiły sławy światowego jazzu m. in. John Scofield, Randy Brecker czy Chris Potter. Producentem płyt jest Matt Pierson, jeden z najbardziej uznawanych producentów płyt jazzowych, a kompozytorem – Mariusz Obijalski i Monika Borzym.

Na koncercie w Katowicach Monika Borzym wystąpi z zespołem w składzie:

Monika Borzym - wokal
Mariusz Obijalski – fortepian
Krzysztof Kawałko – gitary
Marcin Pendowski – bas
Tomasz Waldowski – perkusja

Na parterze układ stolikowy.

Bilety: 40 zł",2014-04-05 19:00:00,,"50.2566, 19.0212",,563,1,koncert Moniki Borzym,Muzyka,10011944_737232382976832_1872630359_o.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/koncert-moniki-borzym,ul. Św. Jana 24,,1431605627083435
Katowice,2014-04-06 15:00:00,"Ratując Pana Banksa, reż. J.L. Hancock, USA, 2013, 126 min.

Na usilne prośby swoich córek Walt Disney obiecuje zrealizować film na podstawie ich ulubionej książki ""Mary Poppins"" autorstwa P. L. Travers. Nie wie jednak, że spełnienie przyrzeczenia zajmie mu 20 lat. Aby uzyskać prawa do ekranizacji Walt musi stawić czoła zgryźliwej, bezkompromisowej pisarce, która nie zamierza patrzeć, jak jej ukochana niania-czarodziejka jest masakrowana w trybach hollywoodzkiej machiny. Jednak w miarę spadku sprzedaży książki i pogarszania się sytuacji finansowej, Travers godzi się pojechać do Los Angeles, aby wysłuchać planów adaptacji. Na te dwa krótkie tygodnie w 1961 Walt Disney wytacza najcięższą artylerię. Uzbrojony w oszałamiające storyboardy i radosne piosenki braci Sherman Walt przypuszcza frontalny atak na P.L. Travers, jednak rozeźlona autorka nie ugina się pod presją. Wkrótce potem filmowiec bezradnie obserwuje, jak prawa do książki zaczynają wymykać mu się z ręki...",2014-04-06 15:00:00,,"50.2566, 19.0212",Filmowy Klub Seniora,564,1,Ratując Pana Banksa,Film,1898246_737723716261032_1643674255_n.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/ratujac-pana-banksa,ul. Św. Jana 24,,1552903911600558
Katowice,2014-04-12 19:00:00,"Jedyna w swoim rodzaju piosenkarka, która od trzydziestu lat oczarowuje słuchaczy wszystkich pokoleń. Wymyka się wszelkim próbom muzycznego zaszufladkowania, oscylując pomiędzy folkiem, bluesem, jazzem i rockiem. Jest mistrzynią tworzenia nastroju. Koncerty zwyczajowo kończą się owacjami na stojąco, zaś publiczność nie chce pozwolić jej zejść ze sceny.
Choć jej klimatyczne ballady znakomicie brzmią w kameralnych, zamkniętych salach, energiczne utwory z zacięciem rockowym sprawiają, że równie dobrze radzi sobie na plenerowych imprezach i festiwalach (Pop Session, Rock Arena, Jarocin, Przystanek Woodstock, Rawa Blues i wiele innych).

Od początku swojej kariery występowała z wieloma znakomitymi muzykami jak: Ryśkiem Skibińskim (Kasa Chorych), Andrzejem Nowakiem (TSA), Janem Hnatowiczem, Rafałem Rękosiewiczem, Jerzym Piotrowskim (SBB), Aleksandrem Koreckim, Wojciechem Waglewskim(VooVoo), Mateuszem i Marcinem Pospieszalskimi, Jerzym Styczyńskim (Dżem).

W wydanej w 2008 roku przez Agorę płycie Te30te urodziny, piosenki Martyny Jakubowicz wykonywali: Ewa Bem, Pogodno, Indios Bravos, Bracia, Lipali, Kasia Stankiewicz, Goya, Krzysztof Kiliański, Ela Adamiak, Soomood i Hurt.
Na swoim koncie ma aż trzynaście albumów, które znalazły uznanie nie tylko wśród szerokiej publiczności ale również zostały docenione przez zagraniczną prasę (recenzje w „Rolling Stone” i „Guitar Player”) i krajową branżę muzyczną (nominacje do nagrody „Fryderyk” w 1995 i 2011 r).

W 2010 ukazała się jej ostatnia, jak do tej pory, autorska płyta pt ""Okruchy Życia"", która zebrała znakomite recenzje w prasie oraz została uhonorowana nominacją do nagrody ""Fryderyk"" w kategorii Album Roku Folk/Muzyka Świata.

W grudniu 2011 r nakładem wydawnictwa AGORA ukazało się czteropłytowe wydawnictwo z serii ""Ikony Kultury"" zawierające książkę ze wspomnieniami, archiwalnymi zdjęciami i tekstami oraz telewizyjny koncert DVD, płytę z dotychczas nie wydawanymi nagraniami radiowymi oraz płyty ""Wschodnia wioska"" i ""Bardzo groźna księżniczka i ja"".

Na parterze układ rzędowy z krzeseł.

Bilety: 40 zł
",2014-04-12 19:00:00,,"50.2566, 19.0212",,565,1,koncert Martyny Jakubowicz z zespołem,Muzyka,jpa_6396.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/koncert-martyny-jakubowicz-z-zespolem,ul. Św. Jana 24,,461267090640371
Katowice,2014-05-13 20:00:00,"Dillon to niezwykła brazylijska wokalistka, która zamiast słonecznej Copacabany wybrała melancholijne niebo nad Berlinem. 25-latka naprawdę nazywa się niczym zamorska księżniczka - Dominique Dillon De Byington. Szersza publiczność na całym świecie usłyszała o Dillon za sprawą nagrań z doskonałego debiutanckiego albumu ""This Silence Kills"". Jej piosenka ""Thirteen Thirtyfive'"" ma w serwisie YouTube już 8 milionów odtworzeń! Pomoc młodej piosenkarce, kompozytorce i pianistce zaoferowała legenda sceny klubowej - Ellen Allien, ta sama, która odkryła dla świata Moderat i Paula Kalkbrennera. Choć piosenki Dillon zdawały się pochodzić z innego kosmosu niż twórczość pozostałych podopiecznych Ellen z wytwórni BPitch Control, debiutancki krążek Dillon okazał się ogromnym sukcesem. Muzyka Dominique, w której współgrają różne pierwiastki - gorące emocje rodem z Brazylii i liryczny europejski sznyt, połączyła gusta słuchaczy z najróżniejszych muzycznych światów, od ambitnego popu po muzykę elektroniczną. To dwanaście kruchych, misternie zaaranżowanych i delikatnych kompozycji o sporym ładunku emocji. Przypadną one do gustu miłośnikom elektroniczno-popowych fuzji spod znaku Björk, Lykke Li czy Jamesa Blake'a, jak i fanom międzygatunkowych przygód CocoRosie czy Jensa Lekmana. Ogromny sukces debiutu zaowocował trasą po całym świecie - w Europie Dillon występowała w prestiżowych klubach, a także jako jedna z gwiazd cyklu ""Electronic Beats"". Na marzec tego roku zapowiadany jest drugi album utalentowanej artystki ""The Unknown"", promowany przez piękny singiel ""A Matter Of Time"".

Podczas wizyty w Polsce - 13 maja w katowickim Kinoteatrze Rialto, dzień później w stołecznym Basenie oraz 15 maja w klubie Eskulap w Poznaniu, Dillon w duecie z Tamerem Fahri zaprezentuje show oparty na materiale z obu płyt.

",2014-05-13 20:00:00,,"50.2566, 19.0212",,566,1,koncert Dillon,Muzyka,1505103_704907546209316_1746037097_n.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/koncert-dillon,ul. Św. Jana 24,,753019581392500
Katowice,2014-03-17 17:30:00,"komediodramat
Reż. Paolo Sorrentino
Obsada: Toni Servillo, Carlo Verdone, Sabrina Ferilli
Francja/Włochy
2013, 144 min.

Oscar 2014 w kategorii najlepszy film nieanglojęzyczny.

Laureat Europejskiej Akademii Filmowej w kategoriach: najlepszy film roku, najlepszy reżyser - Paolo Sorrentino oraz najlepszy aktor Toni Servillo.

Wielkie piękno, zdobywca Oscara, w kategorii najlepszy film obcojęzyczny,  jest obrazem inspirowanym twórczością Federico Felliniego. To opowieść o tym, jak mogłoby wyglądać życie bohatera Słodkiego życia 50 lat później. Za kamerą stanął Paolo Sorrentino (Wszystkie odloty Cheyenne’a, Boski), a w roli głównej wystąpił Toni Servillo (Gomorra, Boski).

„Poezja obrazu i uczta dla oczu widza” - jak pisali dziennikarze filmowi na Festiwalu w Cannes 2013.
Jep Gamberdella – przystojny, czarujący mężczyzna – pomimo pierwszych oznak starzenia się w pełni korzysta z miejskiego życia. Chodzi na szykowne kolacje i przyjęcia, gdzie jego bystry dowcip i przyjemne towarzystwo są zawsze mile widziane. Na tarasie jego rzymskiego apartamentu z widokiem na Koloseum, wydaje przyjęcia, na których „ludzka aparatura” rozbierana jest do naga i gdzie rozgrywana jest komedia nicości.",2014-03-17 17:30:00#2014-03-18 17:30:00#2014-03-19 17:30:00#2014-03-20 17:30:00,,"50.2566, 19.0212",,671,1,Wielkie piękno (La Grande Bellezza),Film,la-grande-bellezza-846492l.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/wielkie-piekno-la-grande-bellezza,ul. Św. Jana 24,"
tani poniedziałek - 10 zł
normalny - 15 zł
ulgowy - 13 zł
",
Katowice,2014-04-26 18:00:00,"30 kwietnia obchodzony jest Międzynarodowy Dzień Jazzu ogłoszony przez UNESCO. Katowice nie mogły pozostać w tyle - JazzArt Festiwal jest na to dowodem. Na kilka dni, a szczególnie tego jednego dnia, będziemy mogli słuchać jazzu w najlepszym wykonaniu. Jazz to wolność interpretacyjna, to emocje, to spontaniczność, jednocześnie połączona z wiedzą i profesjonalizmem. 

Pierwszego Dnia Festiwalu zagra Trigan - Shadow Theatre. To właśnie o nim Herbie Hancock (czyli klasa sama w sobie) powiedział: „Nie-sa-mo-wi-ty! Tigran, teraz to ty mnie będziesz uczył."" - czy można chcieć od życia lepszego komplementu? Tigran Hamasyan to Armeńczyk, urodzony pod koniec lat osiemdziesiątych. Swoją przygodę z grą na fortepianie rozpoczął od najmłodszych lat, by jako nastolatek występować na europejskich festiwalach. W 2006 roku wygrał konkurs pianistyczny Monk Jazz Piano Competition. Jego cztery płyty i wiele koncertów zarówno w Ameryce Północnej, jak i Europie sprawiły, że zdobył uznanie środowiska muzycznego i publiczności. ",2014-04-26 18:00:00,,"50.2566, 19.0212",Katowice JazzArt Festival,672,1,Trigan - Shadow Theatre,Muzyka,tigran_shadowtheater-1.jpg,Kinoteatr Rialto,/wydarzenia/zobacz/opis/new-tide-orquesta---koncert,ul. Św. Jana 24,"
Bilet - ticketportal.pl
",1443510722550501
